"Click to View More","Agency","Program","Data Category","Data Element Name","Data Element Definition","Data Type","Years Available"
"&oplus;","Department of Labor (DOL)","WIOA Youth","Activity Data","Received training from program(s) operated by the private sector (PIRL Element 1333)","3 = Yes (received training services from one or more programs operated by the private sector under WIOA sec. 134 (c)(3)(D)(v)). 
0 = No ( did not receive training services from a program operated by the private sector under WIOA sec. 134 (c)(3)(D)(v)).
Leave blank if the participant did not receive training.","Integer",NA
"&oplus;","Department of Labor (DOL)","WIOA Adult","Activity Data","Enrolled in Secondary Education Program                                                                                                                                                                                                                                                 (WIOA) (PIRL Element 1401)  
","1 = Yes (participant was enrolled in a Secondary Education Program at or above the 9th Grade level.)
0 = No (participant was not enrolled in a secondary education program at or above the 9th grade level.)","Integer",NA
"&oplus;","Department of Labor (DOL)","WIOA Dislocated Workers","Activity Data","Enrolled in Secondary Education Program                                                                                                                                                                                                                                                 (WIOA) (PIRL Element 1401)  
","1 = Yes (participant was enrolled in a Secondary Education Program at or above the 9th Grade level.)
0 = No (participant was not enrolled in a secondary education program at or above the 9th grade level.)","Integer",NA
"&oplus;","Department of Labor (DOL)","WIOA Youth","Activity Data","Enrolled in Secondary Education Program                                                                                                                                                                                                                                                 (WIOA) (PIRL Element 1401)  
","1 = Yes (participant was enrolled in a Secondary Education Program at or above the 9th Grade level.)
0 = No (participant was not enrolled in a secondary education program at or above the 9th grade level.)","Integer",NA
"&oplus;","Department of Labor (DOL)","Trade Adjustment Assistance (TAA)","Activity Data","Enrolled in Secondary Education Program                                                                                                                                                                                                                                                 (WIOA) (PIRL Element 1401)  
","1 = Yes (participant was enrolled in a Secondary Education Program at or above the 9th Grade level.)
0 = No (participant was not enrolled in a secondary education program at or above the 9th grade level.)","Integer",NA
"&oplus;","Department of Labor (DOL)","WIOA Youth","Activity Data","Most Recent Date Received Educational Achievement Services  (PIRL Element 1402)","The most recent date on which the participant received an educational achievement service.
Leave blank if the participant did not receive educational achievement services or this data element does not apply to the individual.","YYYYMMDD",NA
"&oplus;","Department of Labor (DOL)","WIOA Youth","Activity Data","Most Recent Date Received Alternative Secondary School Services  (PIRL Element 1403)","The most recent date on which the participant received alternative secondary school services, or dropout recovery services, as appropriate.
Leave blank if the participant did not receive alternative secondary school services or dropout recovery services.","YYYYMMDD",NA
"&oplus;","Department of Labor (DOL)","WIOA Youth","Activity Data","Most Recent Date Received Work Experience Opportunities (PIRL Element 1405)","The most recent date on which the youth participant received work experience opportunities that have as a component academic and occupational education.  
Leave blank if the participant did not receive work experience opportunities or this data element does not apply to the participant.","YYYYMMDD",NA
"&oplus;","Department of Labor (DOL)","WIOA Adult","Activity Data","Date Enrolled in Post Exit Education or Training Program Leading to a Recognized Postsecondary Credential (WIOA) (PIRL Element 1406)","The first date after exit that the participant enrolled in or attended an education or training program that leads to a recognized postsecondary credential after program exit.","YYYYMMDD",NA
"&oplus;","Department of Labor (DOL)","WIOA Dislocated Workers","Activity Data","Date Enrolled in Post Exit Education or Training Program Leading to a Recognized Postsecondary Credential (WIOA) (PIRL Element 1406)","The first date after exit that the participant enrolled in or attended an education or training program that leads to a recognized postsecondary credential after program exit.","YYYYMMDD",NA
"&oplus;","Department of Labor (DOL)","WIOA Youth","Activity Data","Date Enrolled in Post Exit Education or Training Program Leading to a Recognized Postsecondary Credential (WIOA) (PIRL Element 1406)","The first date after exit that the participant enrolled in or attended an education or training program that leads to a recognized postsecondary credential after program exit.","YYYYMMDD",NA
"&oplus;","Department of Labor (DOL)","Trade Adjustment Assistance (TAA)","Activity Data","Date Enrolled in Post Exit Education or Training Program Leading to a Recognized Postsecondary Credential (WIOA) (PIRL Element 1406)","The first date after exit that the participant enrolled in or attended an education or training program that leads to a recognized postsecondary credential after program exit.","YYYYMMDD",NA
"&oplus;","Department of Labor (DOL)","WIOA Youth","Activity Data","Most Recent Date Received Education Offered Concurrently with Workforce Preparation (PIRL Element 1407)","The most recent date on which the participant received education offered concurrently with and in in the same context as workforce preparation activities and training for a specific occupation or occupational cluster.
Leave blank if the participant did not receive education offered concurrently with workforce preparation.","YYYYMMDD",NA
